"Source","Target","Weight"
"bank-of-china","chang-hwa-commercial-bank-ltd-tainan-taiwan-twn",37101
"bank-of-china","chang-hwa-commercial-bank-ltd-taipei-taiwan-twn",66052.6
"bank-of-china","citibank-na-new-york-usa-usa",20000
"bank-of-china","citibank-na-taipei-taiwan-twn",534
"bank-of-china","ctbc-bank-coltd-hong-kong-hkg",5035
"bank-of-china","dbs-bank-ltd-hong-kong-hkg",70332.47
"bank-of-china","dbs-bank-ltd-singapore-singapore-sgp",483460
"bank-of-china","deutsche-bank-ag-hong-kong-hkg",206199.3
"bank-of-china","hang-seng-bank-limited-hong-kong-hkg",907500
"bank-of-china","hongkong-and-shanghai-banking-corporation-limited-hong-kong-hkg",1425
"bank-of-china","hsbc-bank-plc-london-uk-gbr",140.44
"bank-of-china","hua-nan-commercial-bank-ltd-tainan-branch-taiwan-twn",89266
"bank-of-china","kbl-european-private-bankers-sa-luxembourg-lux",5e+08
"bank-of-china","saigon-thuong-tin-commercial-joint-stock-bank-ho-chi-minh-city-vietnam-vnm",3615165.6
"bank-of-china","standard-chartered-bank-dubai-uae-are",207850
"bank-of-china","taipei-fubon-commercial-bank-co-ltd-taipei-taiwan-twn",64378
"bank-of-china","the-hongkong-and-shanghai-banking-corporation-limited-hong-kong-hkg",1101111
"bank-of-china","ubs-ag-london-uk-gbr",1227966.06
"bank-of-china","ubs-ag-zurich-switzerland-che",16294910.79
"bank-of-china","universal-merchant-bank-limited-accra-ghana-gha",404450
"bank-of-china","vietnam-joint-stock-commercial-bank-for-industry-and-trade-binh-dinh-vietnam-vnm",379737.6
"bank-of-china-guangdong-branch","chang-hwa-commercial-bank-ltd-tainan-taiwan-twn",45429.84
"bank-of-china-guangdong-branch","chang-hwa-commercial-bank-ltd-taipei-taiwan-twn",65187.3
"bank-of-china-guangdong-branch","ctbc-bank-co-ltd-taipei-taiwan-twn",71793.8
"bank-of-china-guangdong-branch","ctbc-bank-coltd-hong-kong-branch-hong-kong-hkg",400025
"bank-of-china-guangdong-branch","dbs-bank-ltd-singapore-sgp",99770.12
"bank-of-china-guangdong-branch","deutsche-bank-ag-hong-kong-hkg",219802.85
"bank-of-china-guangdong-branch","hua-nan-commercial-bank-ltd-tainan-taiwan-twn",143602.87
"bank-of-china-guangdong-branch","taipei-fubon-commercial-bank-co-ltd-taipei-taiwan-twn",31574.75
"bank-of-china-guangdong-branch","taiwan-cooperative-bank-ltd-chihkan-branch-tainan-taiwan-twn",27471.6
"bank-of-china-guangdong-branch","taiwan-cooperative-bank-ltd-tainan-taiwan-twn",59594
"bank-of-china-hebei-branch","citibank-na-new-york-usa-usa",178000
"bank-of-china-hong-kong-ltd","dbs-bank-ltd-singapore-singapore-sgp",483460
"bank-of-china-hong-kong-ltd","kotak-mahindra-bank-mumbai-india-ind",28251.45
"bank-of-china-paris-branch","e-sun-commercial-bank-ltd-hong-kong-hkg",2257906
"bank-of-china-paris-branch","e-sun-commercial-bank-ltd-wanchai-hong-kong-hkg",6511205
"bank-of-china-shanghai","deutsche-bank-ag-prague-czech-republic-cze",328699
"bank-of-china-sichuan-branch","california-pacific-bank-san-francisco-california-usa",2670000
"bank-of-china-sichuan-branch","east-west-bank-san-marino-california-usa",119400
"bank-of-communications","agricultural-bank-of-china-beijing-china-chn",65030
"bank-of-communications","bank-of-china-limited-beijing-china-chn",4599995
"bank-of-communications","credit-suisse-ag-zurich-switzerland-che",10449797.4
"bank-of-communications","ping-an-bank-co-ltd-shenzhen-china-chn",3512000
"bank-of-communications","riyad-bank-riyadh-saudi-arabia-sau",13375463
"bank-of-communications","saudi-british-bank-riyadh-saudi-arabia-sau",30142884.45
"bank-of-communications","shanghai-pudong-development-bank-shanghai-chn",6290000
"bank-of-communications","skandinaviska-enskilda-banken-oslo-norway-nor",4967922.12
"bank-of-communications","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",2625050.62
"bank-of-communications","united-overseas-bank-limited-singapore-sgp",5368053.18
"bank-of-communications-co-ltd","bank-of-china-shijiu-china-chn",8108725.87
"bank-of-communications-co-ltd","bank-of-rizhao-co-rizhao-china-chn",9812877.96
"bank-of-communications-co-ltd","china-construction-bk-asia-corp-ltd-hong-kong-hkg",15000
"bank-of-communications-co-ltd","china-minsheng-banking-corp-beijing-china-chn",8338021.05
"bank-of-communications-co-ltd","dbs-bank-ltd-singapore-singapore-sgp",3804798.15
"bank-of-communications-co-ltd","hua-xia-bank-china-chn",6617673.48
"bank-of-communications-co-ltd","indian-overseas-bank-hong-kong-hkg",379885
"bank-of-communications-co-ltd","riyad-bank-riyadh-saudi-arabia-sau",4882024.5
"bank-of-communications-co-ltd","saudi-british-bank-saudi-arabia-sau",10406188.47
"bank-of-communications-co-ltd","shanghai-pudong-development-bank-shanghai-china-chn",8686480
"bank-of-communications-hong-kong","credit-suisse-ag-zurich-switzerland-che",4029844.28
"bank-of-communications-offshore-banking-unit","al-inma-bank-riyadh-saudi-arabia-sau",4416616
"bank-of-communications-offshore-banking-unit","china-construction-bk-asia-corp-ltd-hong-kong-hkg",2610855
"bank-of-cyprus","andbanc-monaco-sam-monte-carlo-monaco-mco",2373935
"bank-of-cyprus-public-co-ltd","hsbc-uk-gbr",1999850
"bank-of-cyprus-public-company-limited","eurobank-cyprus-ltd-cyprus-cyp",3987992
"bank-of-cyprus-public-company-limited","kereskedelmi-es-hitelbank-rt-budapest-hungary-hun",218800
"bank-of-cyprus-public-company-limited","raiffeisen-bank-rt-budapest-hungary-hun",1100000
"bank-of-cyprus-public-company-ltd","helm-bank-usa-usa",9438
"bank-of-cyprus-public-company-ltd","nadra-bank-kiev-ukraine-ukr",80000
"bank-of-cyprus-public-company-ltd","rosbank-moscow-russia-rus",7155774.27
"bank-of-cyprus-public-company-ltd","vtb-bank-moscow-russia-rus",3096000
"bank-of-georgia","habib-bank-a-g-zurich-dubai-uae-are",81000
"bank-of-hebei-tangshan-branch","bank-of-communications-shanghai-china-chn",6139040
"bank-of-ireland","bank-of-butterfield-international-cayman-limited-georgetown-cayman-islands-cym",29211844.05
"bank-of-ireland","hellenic-bank-cyprus-cyp",899457
"bank-of-ireland","rosbank-moscow-russia-rus",9208.13
"bank-of-maharashtra","latvian-trade-bank-riga-latvia-lva",183446.4
"bank-of-montreal","loyal-bank-limited-uk-gbr",11709.93
"bank-of-nanjing","bank-sinopac-company-limited-hong-kong-hkg",7436900
"bank-of-new-york-mellon","bk-of-new-york-cayman-georgetown-new-york-ny-usa",1053570
"bank-of-new-york-mellon","credit-bank-of-moscow-ojsc-moscow-russia-rus",246560337
"bank-of-new-york-mellon","wells-fargo-bank-na-san-francisco-ca-usa",600334.91
"bank-of-new-zealand","e-sun-bank-taipei-taiwan-twn",78312.48
"bank-of-nt-butterfield-and-sons-ltd","as-meridian-trade-bank-riga-latvia-lva",110000
"bank-of-ozarks","commonwealth-bank-of-australia-sidney-australia-aus",10000
"bank-of-saint-lucia-intl-ltd","standard-chartered-bank-hong-kong-limited-hong-kong-hkg",499048.76
"bank-of-shanghai","bank-dbs-indonesia-jakarta-indonesia-idn",1999978
"bank-of-shanghai","bank-of-communications-co-ltd-hong-kong-hkg",4842196.55
"bank-of-sierra-leone","bank-fund-staff-federal-credit-washington-dc-usa",31447.72
"bank-of-singapore-limited","barclays-bank-plc-singapore-sgp",249359.69
"bank-of-singapore-limited","chong-hing-bank-ltd-hong-kong-hkg",3.3e+07
"bank-of-singapore-limited","standard-chartered-bank-hong-kong-limited-hong-kong-hkg",2e+05
"bank-of-taiwan","dbs-bank-ltd-singapore-sgp",3240000
"bank-of-tokyo-mitsubishi-ufj","rietumu-banka-latvia-lva",5865.98
"bank-of-tokyo-mitsubishi-ufj-ltd-chicago-branch","rietumu-banka-latvia-lva",270420
"bank-polska-kasa-opieki-grupa-pekai-sa","united-overseas-bank-malaysia-bhd-malaysia-mys",121185
"bank-rossiya","eesti-krediidibank-tallinn-estonia-est",133920
"bank-saint-petersburg","fbme-bank-ltd-nicosia-cyprus-cyp",1.8e+08
"bank-snoras","bank-rossiya-st-petersburg-russia-rus",15671.5
"bank-snoras","bank-soyuz-moscow-russia-rus",1545000
"bank-snoras","caixa-central-credito-agricola-mutuo-lisbon-portugal-prt",180653
"bank-snoras","caixa-central-de-credito-agricola-portugal-prt",742902.74
"bank-snoras","credit-suisse-hong-kong-hkg",2e+05
"bank-snoras","donghorbank-joint-stock-company-donetsk-ukraine-ukr",781000
"bank-snoras","housing-and-development-bank-egypt-egy",14335.5
"bank-snoras","hsbc-bank-plc-london-london-england-gbr",1284.96
"bank-snoras","joint-stock-company-vtb-bank-kiev-ukraine-ukr",1e+05
"bank-snoras","nordea-bank-finland-plc-helsinki-finland-fin",49922.89
"bank-snoras","pivdenny-bank-odessa-ukraine-ukr",222543.29
"bank-snoras","sberbankof-russia-moscow-russia-rus",22853
"bank-snoras","skandinaviska-enskilda-banken-sweden-stockholm-sweden-swe",467103.22
"bank-snoras","sumitomo-mitsui-banking-corporation-tokyo-japan-jpn",182674.94
"bank-snoras","the-national-bank-of-ras-al-khaimah-ras-al-khaimah-uae-are",12000
"bank-snoras","turkiye-garanti-bankasi-as-turkey-tur",246540
"bank-snoras","wgz-bank-westdeutsche-dusseldorf-germany-deu",126575
"bank-soyuz","as-expobank-riga-latvia-lva",34839286.74
"bank-soyuz","bank-soyuz-moscow-russia-rus",1e+06
"bank-soyuz","ltb-bank-riga-latvia-lva",8033500
"bank-soyuz","ltb-bank-riga-riga-latvia-lva",2700000
"bank-vozrozhdenie","as-meridian-trade-bank-riga-latvia-lva",1558248.21
"bank-vozrozhdenie","ltb-bank-riga-latvia-lva",750795
"bank-vtb","ltb-bank-riga-latvia-lva",11277
"bank-vtb-24-jsc","ukrsotsbank-ukraine-ukr",455040
"bank-vtb-north-west","ltb-bank-riga-latvia-lva",830540.37
"bank-zachodni-wbk-sa","as-expobank-riga-latvia-lva",13973.27
"bank-zachodni-wbk-sa","jsc-norvik-banka-riga-latvia-lva",1920000
"bank-zachodni-wbk-sa","mizuho-bank-ltd-tokyo-japan-jpn",40000
"bank-zachodni-wbk-sa","ncg-banco-s-a-madrid-spain-esp",5522.94
"bank-zenit","abn-amro-bank-nv-uae-are",84164.38
"bank-zenit","alfa-bank-russia-rus",60000
"banka-celje-dd","jsc-norvik-banka-riga-latvia-lva",310000
"banka-koper-dd","as-expobank-riga-latvia-lva",14270
"bankinter-s-a","as-lhv-pank-tallinn-estonia-est",296037.67
"bankmed","turk-ekonomi-bankasi-istanbul-turkey-tur",118425
"bankmuscat","uralsib-bank-oao-moscow-russia-rus",90000
"banque-de-commerce-et-de","jsc-norvik-banka-riga-latvia-lva",1955000
"banque-de-commerce-et-de-placements","ing-belgium-geneva-switzerland-che",10236000
"banque-de-commerce-et-de-placements","jsc-norvik-banka-riga-latvia-lva",5815000
"banque-de-commerce-et-de-placements-s-a","aizkraukles-banka-riga-latvia-lva",1.5e+07
"banque-de-commerce-et-de-placements-s-a","baltikums-bank-riga-latvia-lva",2793683.76
"banque-de-commerce-et-de-placements-s-a","citibank-na-london-england-gbr",8894282.84
"banque-de-commerce-et-de-placements-s-a","credit-suisse-ag-zurich-switzerland-che",5662250
"banque-de-commerce-et-de-placements-s-a","fbme-bank-ltd-nicosia-cyprus-cyp",1e+07
"banque-de-commerce-et-de-placements-s-a","rietumu-banka-riga-latvia-lva",3e+06
"banque-de-commerce-et-de-placements-s-a","standard-chartered-bank-london-england-gbr",6e+06
"banque-de-commerce-et-de-placements-sa","ablv-bank-as-riga-latvia-lva",6828425.1
"banque-de-commerce-et-de-placements-sa","abn-amro-bank-nv-amsterdam-netherlands-nld",54988.89
"banque-de-commerce-et-de-placements-sa","banque-atlantique-cote-davoir-abidjan-ivory-coast-civ",6292072.6
"banque-de-commerce-et-de-placements-sa","credit-bank-of-moscow-ojsc-moscow-russia-rus",9997480
"banque-de-commerce-et-de-placements-sa","ing-belgium-brussels-geneva-switzerland-che",6732041.07
"banque-de-commerce-et-de-placements-sa","jsc-norvik-banka-riga-latvia-lva",6350000
"banque-et-caisse-depargne-luxembourg","credit-suisse-ag-zurich-switzerland-che",109956
"banque-internationale-pour-lafrique-au-congo","habib-bank-a-g-zurich-dubai-uae-are",9933
"banque-internationale-pour-lafrique-au-congo","habib-bank-a-g-zurich-dubaiuae-are",9946
"banque-internationale-pour-le-commerce-et-lindustrie","habib-bank-a-g-zurich-dubaiuae-are",272943
"banque-invik-sa","stanbic-bank-ghana-gha",269412.79
"banque-misr","banca-nazionale-del-lavoro-florence-italy-ita",289800
"banque-misr","bank-muscat-al-ahli-al-omani-sultanate-of-oman-omn",489285
"banque-misr","hongkong-shanghai-banking-corp-hong-kong-hkg",149925
"banque-misr","national-societe-generale-bank-sae-cairo-egypt-egy",454860
"banque-misr","national-westminster-bank-plc-london-england-gbr",179885
"banque-misr","ping-an-bank-co-ltd-shenzhen-china-chn",349660
"banque-misr","pt-bank-central-asia-tbk-jakarta-indonesia-idn",256631
"banque-privee-edmond-de-rothschild","caixabank-spain-esp",2237623
"banque-privee-edmond-de-rothschild-europe","jp-morgan-chase-bank-ny-us-usa",10000
"banque-privee-edmond-de-rothschild-sa","unicredit-spa-milan-italy-ita",1e+05
"banque-safra-luxembourg-sa","union-bancaire-privee-switzerland-che",290000
"banque-sahelo-saharienne-pour-linvestissement-et-le-commerce","dbs-bank-ltd-singapore-sgp",759898
"barclays","ablv-bank-latvia-lva",2070030.43
"barclays","as-privatbank-ukraine-ukr",3298750
"barclays","barclays-bank-plc-monaco-mco",4143000
"barclays","credit-agricole-suisse-sa-che",3640000
"barclays","emirates-nbd-bank-pjsc-united-arab-emirates-are",6975000
"barclays","norvik-banka-latvia-lva",628125
"barclays","privatbank-ukraine-ukr",305900
"barclays","regionala-investiciju-banka-latvia-lva",3775000
"barclays","rietumu-banka-latvia-lva",5496006
"barclays","sberbank-russia-rus",8000
"barclays","sg-private-banking-suisse-sa-switzerland-che",2025834
"barclays","ukrsibbank-ukraine-ukr",20675
"barclays","versobank-as-estonia-est",83070
"barclays-bank","barclays-bank-suisse-sa-che",4232398.45
"barclays-bank","credit-suisse-ag-switzerland-che",626212.97
"barclays-bank","credit-suisse-ag-zurichswitzerland-che",11416953.96
"barclays-bank","dbs-bank-china-ltd-singapore-sgp",8100000
"barclays-bank","deutsche-bank-mauritius-mus",3.3e+07
"barclays-bank-plc","ab-dnb-nord-bankas-vilnius-lithuania-ltu",37995.17
"barclays-bank-plc","bank-audi-sal-lebanon-lbn",310876.27
"barclays-bank-plc","barclays-bank-plc-france-fra",2180000
"barclays-bank-plc","caledonian-bank-limited-georgetown-cayman-islands-cym",2e+05
"barclays-bank-plc","caledonian-bank-ltd-georgetown-cayman-islands-cym",209999980
"barclays-bank-plc","citibank-na-london-gbr",1335495.79
"barclays-bank-plc","credit-libanais-sal-account-lebanon-lbn",9000
"barclays-bank-plc","credit-libanais-sal-lebanon-lbn",41500
"barclays-bank-plc","credt-suisse-singapore-credit-suisse-zurich-che",4748761.44
"barclays-bank-plc","cyprus-development-bank-cyprus-cyp",272500
"barclays-bank-plc","deutsche-bank-ag-belgium-bel",52413.82
"barclays-bank-plc","indian-overseas-bank-hong-kong-hkg",442210.46
"barclays-bank-plc","lloyds-tsb-offshore-ltd-st-helier-jersey-jey",3224.22
"barclays-bank-plc","sberbank-moscow-russia-rus",289990.6
"barclays-bank-plc","the-royal-bank-of-canada-suisse-switzerland-che",2e+06
"barclays-bank-plc-ho-uk","abn-amro-bank-nv-amsterdam-netherlands-nld",499990.12
"barclays-bank-plc-ho-uk","arbejdernes-landsbank-as-copenhagen-denmark-dnk",118117.2
"barclays-bank-plc-ho-uk","bank-styria-graz-austria-aut",136264.26
"barclays-bank-plc-ho-uk","chinatrust-commercial-bank-kaohsiung-taiwan-twn",142877.02
"barclays-bank-plc-ho-uk","commonwealth-bank-of-australia-sydney-australia-aus",332293.36
"barclays-bank-plc-ho-uk","credit-suisse-ag-lausanne-switzerland-che",3631962.48
"barclays-bank-plc-ho-uk","credit-suisse-ag-zurich-switzerland-che",254731.73
"barclays-bank-plc-ho-uk","dbs-bank-ltd-singapore-singapore-sgp",234238.76
"barclays-bank-plc-ho-uk","lloyds-tsb-bank-plc-london-england-gbr",2576982.16
"barclays-bank-plc-ho-uk","pohjola-bank-plc-pohjola-finland-fin",1628505.29
"barclays-bank-plc-ho-uk","skandinaviska-enskilda-banken-stockholm-sweden-swe",284328.96
"barclays-bank-plc-knightsbridge","citibank-uk-gbr",2555000
"barclays-bank-plc-knightsbridge","e-gutzwiller-cie-banquiers-switzerland-che",6e+06
"barclays-bank-plc-knightsbridge","m2m-europe-as-latvia-lva",7e+06
"barclays-wealth","ap-anlage-und-private-bank-ag-switzerland-che",16500000
"bawag-psk-bank","bank-of-america-usa-usa",2131.4
"bbo-international-private-bank","banco-santander-sa-madrid-spain-esp",100347
"bbt","seb-bank-tallinn-estonia-est",528392.77
"bbva-banco-uruguay","caledonian-bank-limited-georgetown-ky-cym",784705
"bbva-bancomer","global-bank-of-commerce-st-johns-antigua-atg",192918
"bbva-uruguay-sa","credicorp-bank-panama-pan",475000
"bc-procredit-bank-sa","bank-of-georgia-tbilisi-georgia-geo",414417.54
"bdo-unibank-inc","agricultural-bank-of-china-beijing-china-chn",410209.66
"bdo-unibank-inc","bank-of-nt-butterfield-hamilton-bermuda-bmu",2e+06
"bdo-unibank-inc","banque-pictet-luxembourg-sa-luxembourg-lux",9e+05
"bdo-unibank-inc","citibank-na-singapore-sgp",2558000
"bdo-unibank-inc","citibank-singapore-ltd-singapore-sgp",3e+06
"bdo-unibank-inc","citibank-taiwan-ltd-taipei-taiwan-twn",38222.75
"bdo-unibank-inc","comerica-bank-ca-usa-usa",860000
"bdo-unibank-inc","coutts-and-co-ltd-singapore-sgp",2e+06
"bdo-unibank-inc","ctbc-bank-co-ltd-hong-kong-branch-hong-kong-hkg",65600000
"bdo-unibank-inc","ctbc-bank-co-ltd-hong-kong-hkg",21150000
"bdo-unibank-inc","dbs-bank-hong-kong-ltd-hong-kong-hkg",5390330
"bdo-unibank-inc","hang-seng-bank-limited-hong-kong-hkg",6e+05
"bdo-unibank-inc","hongkong-and-shanghai-banking-corp-hong-kong-hkg",6340594.01
"bdo-unibank-inc","hsbc-hong-kong-hkg",41540000
"bdo-unibank-inc","hsbc-singapore-sgp",3200000
"bdo-unibank-inc","hsbc-singapore-singapore-sgp",650000
"bdo-unibank-inc","oversea-chinese-banking-corp-ltd-singapore-sgp",950035
"bdo-unibank-inc","rabobank-nederland-singapore-singapore-sgp",335000
"bdo-unibank-inc","schoolsfirst-federal-credit-union-santa-ana-california-usa",120000
"bdo-unibank-inc","scsb-savings-bank-taipei-taiwan-twn",1489472.83
"bdo-unibank-inc","skandinaviska-enskilda-banken-sa-luxembourg-lux",2457541.38
"bdo-unibank-inc","standard-chartered-bank-hong-kong-hkg",2323484.85
"bdo-unibank-inc","ucpb-tordesillas-phl",1850000
"bdo-unibank-inc","united-coconut-planters-bank-manila-philippines-phl",11672000
"belarusky-narodny-bank","as-meridian-trade-bank-riga-latvia-lva",2515695
"berenberg-bank","abn-amro-bank-nv-amsterdam-netherlands-nld",53701045.62
"berenberg-bank","ltb-bank-riga-latvia-lva",153186
"berenberg-bank","yapi-ve-kredi-bankasi-as-istanbul-turkey-tur",4366788
"berenberg-bank","yapi-ve-kredibankasi-as-istanbul-turkey-tur",2436000
"berliner-volksbank-eg","jsc-norvik-banka-riga-latvia-lva",2644550
"berliner-volksbank-eg","jsc-norvikbanka-riga-latvia-lva",1608500
"berliner-volksbank-eg","ltb-bank-riga-latvia-lva",3465
"berliner-volksbank-eg","raiffeisen-bank-international-ag-austria-aut",2289240
"berliner-volksbank-eg","seb-bank-tallinn-estonia-est",691500
"berliner-volksbank-eg","versobank-as-tallinn-city-estonia-est",410356.2
"bes-sfe-funchaloffshore-madeira","rbc-royal-bank-barbados-ltd-brb",56319000
"bhf-bank-aktiengesellschaft","commerzbank-a-g-frankfurt-germany-deu",351716.94
